fibre,rating,price_per_unit,fat,carbohydrates,starch,protein,unit,product_origin,energy_kj,total_sugars,salt,item_code,url,name,reviews,energy_kcal,saturates
,4.25,£1.25/unit,,,,,unit,Produced in Italy; Packed in Italy; Produced using Dutch pork,,,,6030607,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-italian-prosciutto-crudo-slices-70g,Sainsbury's Italian Prosciutto Crudo Slices 70g,4,,
,3.1594,£6.50/kg,,,,,kg,"Produced in United Kingdom; Packed in United Kingdom; Produced using British or Irish Beef, British or Irish beef",,,,90278,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-british-or-irish-beef-roasting-joint--large-%28approx-2050kg%29,Sainsbury's Unfatted Topside/Top Rump Beef Roasting Joint 1kg - 1.8kg,69,,
,3.0,£4.25/unit,,,,,unit,"Produced in Ireland, United Kingdom; Packed in United Kingdom; Produced using Produced using British or Irish beef; Produced from British or Irish beef",,,,7738243,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-sirloin-steak-225g,Sainsbury's 21 Day Matured Sirloin Steak 225g,9,,
,3.6667,£1.50/unit,,,,,unit,Produced in Spain; Packed in Spain; Produced from Spanish Pork,,,,7317034,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-serrano-ham-70g,Sainsbury's Spanish Serrano Ham Slices 70g,6,,
,2.72,£2.00/unit,,,,,unit,Produced in United Kingdom; Produced using British Pork,,,,7508829,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-ultimate-pork-chipolata--taste-the-difference-375g,"Sainsbury's Pork Chipolata, Taste the Difference 375g",25,,
,3.625,£2.00/unit,,,,,unit,Produced in United Kingdom; Produced using British Pork,,,,7732081,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-breaded-yorkshire-ham--taste-the-difference-120g-7732081-p-44,"Sainsbury's Breaded Yorkshire Ham, Taste the Difference 120g",8,,
,4.087,£2.50/unit,,,,,unit,,,,,7792825,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/heck-chicken-italia-sausages-340g,Heck Chicken Italia Sausages 340g,23,,
,4.8571,£1.85/unit,,,,,unit,Produced in Italy; Packed in Italy; Produced using Italian or Dutch pork,,,,6427548,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-italian-smoked-pancetta-105g,Sainsbury's Italian Smoked Pancetta 105g,7,,
,2.2745,£2.00/unit,,,,,unit,Produced in United Kingdom; Produced using British Pork,,,,1167351,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-ultimate-pork-saus--taste-the-difference-x6-400g,"Sainsbury's Pork Sausages, Taste the Difference x6 400g",51,,
,3.0769,£1.00/unit,,,,,unit,"Produced in Germany, Packed in Germany. Produced from German pork",,,,7316999,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-german-sausage-selection-slices-100g,Sainsbury's German Sausage Selection Slices x30 100g,13,,
,3.3333,£0.70/unit,,,,,unit,,,,,7192471,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/fridge-raiders-southern-fried-bite-60g,Fridge Raiders Southern Style Flavour Chicken Bites 60g,3,,
,4.1667,£2.00/unit,,,,,unit,,,,,7553225,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/mattessons-smoked-turkey-rashers-200g,Mattessons Smoked Turkey Bacon Rashers x8 200g,6,,
,2.5417,£1.65/unit,,,,,unit,Produced in United Kingdom; Produced using British Beef,,,,6026707,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-butchers-choice-beef-sausage-x8-454g,Sainsbury's Butcher's Choice Beef Sausage x8 454g,24,,
,2.0811,£4.20/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7874927,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-whole-chicken-breast-fillets-640g,Sainsbury's Chicken Breast Fillets 640g,37,,
,4.1841,£6.15/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7870766,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-fillets-1kg,Sainsbury's Chicken Breast Fillets 1kg,239,,
,3.7619,£2.15/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,410175,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-breaded-garlic-chicken-kievs-x2-260g,Sainsbury's Chicken Kiev Garlic x2 260g,21,,
,3.4444,£2.70/unit,,,,,unit,Produced in United Kingdom; Produced from British Chicken,,,,7554737,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-butter-roast-chicken--taste-the-difference-120g,"Sainsbury's Cooked Chicken Slices Butter Roast, Taste the Difference 120g",9,,
,2.6364,£1.75/unit,,,,,unit,Produced in United Kingdom; Produced from British Chicken,,,,7103990,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-roast-chicken-135g,Sainsbury's British Roast Chicken Breast Slices x7 135g,11,,
,3.0,£3.90/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7874865,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-thigh-fillets-640g,Sainsbury's Chicken Thigh Fillets 640g,9,,
,3.0385,£6.30/kg,,,,,kg,"Produced in United Kingdom; Produced from British Chicken, British chicken",,,,59398,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-free-range-whole-chicken--taste-the-difference-900g---22kg,"Sainsbury's Whole Chicken Free Range, Taste the Difference (approx. 900g-2.2kg)",52,,
,2.5052,£20.95/kg,,,,,kg,"Produced in Scotland, United Kingdom; Produced from British chicken, Scottish chicken",,,,30502,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-chicken-breast-fillets--so-organic-%28approx-360g%29,"Sainsbury's Free Range Chicken Breast Fillets, SO Organic (approx. 360g)",97,,
,2.0909,£2.45/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7874949,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-whole-chicken-breast-fillets-320g,Sainsbury's Chicken Breast Fillets 320g,11,,
,2.4074,£2.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7875181,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-mini-chicken-breast-fillets-320g,Sainsbury's Mini Chicken Breast Fillets 320g,27,,
,3.2917,£11.30/kg,,,,,kg,"Produced in United Kingdom; Produced from British Free Range Chicken, British chicken",,,,6904653,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-chicken-thigh-fillet--taste-the-difference-%28approx-360g%29,"Sainsbury's Free Range Chicken Thigh Fillets, Taste the Difference (approx. 360g)",24,,
,2.6667,£0.80/unit,,,,,unit,Produced in United Kingdom; Produced from British Chicken,,,,7135489,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-cooked-chicken-slices-125g,Sainsbury's British Cooked Chicken Slices 115g,3,,
,4.0,£3.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,1081213,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-cooked-roast-chicken-fillets-x2-240g,Sainsbury's Cooked Roast Chicken Breast Fillets x2 240g,10,,
,2.3333,£1.00/unit,,,,,unit,,,,,7731508,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/bernard-matthews-chicken-chunks-100g,Bernard Matthews Chicken Chunks 90g,9,,
,3.9333,£4.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken and pork,,,,558075,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-whole-chicken-with-sage---onion-stuffing-145kg,"Sainsbury's Roast in the Bag Whole British Chicken with Pork, Sage & Onion Stuffing 1.35kg",30,,
,3.0667,£2.15/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken and pork,,,,410199,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-breaded-ham---cheese-filled-chicken-kievs-x2-260g,Sainsbury's Ham & Cheese Chicken Kiev x2 260g,15,,
,2.9286,£2.45/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7574892,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-drumsticks-1kg,Sainsbury's Chicken Drumsticks 1kg,14,,
,3.2143,£6.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,6029731,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-cooked-boneless-chicken-breasts-x4-480g,Sainsbury's British Roast Boneless Chicken Breasts x4 480g,14,,
,4.2571,£4.00/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7161961,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-just-cook-garlic-chicken-crown-530g,Sainsbury's Just Cook British Chicken Crown with Garlic & Herb Butter 525g (Serves 3),35,,
,2.6667,£2.15/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,1032178,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-breaded-garlic-chicken-kiev--be-good-to-yourself-x2-260g,"Sainsbury's Garlic & Herb Chicken Kiev, Be Good To Yourself x2 260g",15,,
,2.1852,£18.00/kg,,,,,kg,Produced in United Kingdom; Produced using British Free Range Chicken; Produced from British chicken,,,,17091,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-breast-fillets--taste-the-difference-x2-%28approx-210g-410g%29,"Sainsbury's Free Range Chicken Breast Fillets, Taste the Difference x2 (approx. 310g)",54,,
,4.0909,£2.70/unit,,,,,unit,Produced in United Kingdom; Produced from British chicken and pork,,,,7554683,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-stuffing-topped-roast-chicken--taste-the-difference-135g,"Sainsbury's Roast Chicken Stuffing Topped, Taste the Difference 135g",11,,
,3.7857,£4.65/unit,,,,,unit,"Produced in United Kingdom; Produced from British chicken; Produced using British chicken, Northern Irish chicken",,,,7874963,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-whole-chicken-19kg,Sainsbury's Whole Chicken 1.9kg,14,,
,5.0,£2.00/unit,,,,,unit,Produced in United Kingdom; Produced from British Chicken,,,,1079081,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-wafer-thin-chicken-slices-400g,Sainsbury's British Cooked Chicken Wafer Thin Sliced 400g,2,,
,2.4348,£17.20/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken; Produced using British Free Range Chicken,,,,6317536,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-fillets--taste-the-difference-%28approx-420-920g%29,"Sainsbury's Free Range Chicken Breast Fillets, Taste the Difference (approx. 590g)",46,,
,0.0,£2.50/unit,,,,,unit,Produced in United Kingdom; Produced using British Chicken,,,,7863309,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chargrilled-chicken-slices-160g,Sainsbury's Chargrilled Chicken Breast Slices 160g,0,,
,2.8889,£3.30/unit,,,,,unit,Produced in United Kingdom; Produced from British chicken; Produced using British chicken,,,,7877998,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-thighs-1kg,Sainsbury's Chicken Thighs 1kg,18,,
,2.5,£4.95/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7875216,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-diced-chicken-breast-640g,Sainsbury's Diced Chicken Breast 640g,10,,
,4.1429,£4.85/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken,,,,54010,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-corn-fed-whole-chicken-%28approx-155kg%29,Sainsbury's Whole Chicken Corn Fed (approx. 900g-2.2kg),28,,
,2.75,£4.00/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,6272095,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-just-cook-butter-basted-chicken-breast,Sainsbury's Just Cook Chicken Breast Joint Butter Basted 500g (Serves 3),36,,
,2.95,£7.45/kg,,,,,kg,"Produced in Scotland, United Kingdom; Produced from British Organic Chicken, British chicken, Scottish chicken",,,,32131,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-whole-chicken--so-organic-%28approx-175kg%29,"Sainsbury's Free Range Whole Chicken, SO Organic (approx. 900g-2.2kg)",20,,
,4.1667,£3.85/unit,,,,,unit,"Produced in United Kingdom; Produced from British chicken; Produced using British chicken, Northern Irish chicken",,,,7875193,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-whole-chicken-16kg,Sainsbury's Whole Chicken 1.6kg,6,,
,3.1176,£4.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,6481855,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-british-garlic-basted-whole-chicken-135kg,"Sainsbury's Roast in the Bag Garlic & Parsley Basted Whole British Chicken, Garlic & Parsley Basted 1.4kg",17,,
,2.875,£1.75/unit,,,,,unit,Produced in United Kingdom. Produced from British Chicken,,,,6872116,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-roast-chicken---stuffing--be-good-to-yourself-100g,Sainsbury's Roast Chicken & Stuffing Slices 100g,8,,
,2.7273,£1.60/unit,,,,,unit,Produced in United Kingdom; Produced using British Chicken,,,,7880074,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-breaded-chicken-goujons-270g,Sainsbury's Breaded Chicken Goujons 270g,11,,
,2.6,£1.95/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7875227,https://www.sainsburys.co.uk/shop/gb/groceries/all-chicken-44/sainsburys-chicken-thigh-fillets-320g,Sainsbury's Chicken Thigh Fillets 320g,5,,
,2.0811,£4.20/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7874927,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-whole-chicken-breast-fillets-640g,Sainsbury's Chicken Breast Fillets 640g,37,,
,4.1841,£6.15/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7870766,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-chicken-fillets-1kg,Sainsbury's Chicken Breast Fillets 1kg,239,,
,2.5052,£20.95/kg,,,,,kg,"Produced in Scotland, United Kingdom; Produced from British chicken, Scottish chicken",,,,30502,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-british-chicken-breast-fillets--so-organic-%28approx-360g%29,"Sainsbury's Free Range Chicken Breast Fillets, SO Organic (approx. 360g)",97,,
,2.0909,£2.45/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7874949,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-whole-chicken-breast-fillets-320g,Sainsbury's Chicken Breast Fillets 320g,11,,
,2.4074,£2.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7875181,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-mini-chicken-breast-fillets-320g,Sainsbury's Mini Chicken Breast Fillets 320g,27,,
,3.2917,£11.30/kg,,,,,kg,"Produced in United Kingdom; Produced from British Free Range Chicken, British chicken",,,,6904653,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-british-chicken-thigh-fillet--taste-the-difference-%28approx-360g%29,"Sainsbury's Free Range Chicken Thigh Fillets, Taste the Difference (approx. 360g)",24,,
,2.1852,£18.00/kg,,,,,kg,Produced in United Kingdom; Produced using British Free Range Chicken; Produced from British chicken,,,,17091,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-chicken-breast-fillets--taste-the-difference-x2-%28approx-210g-410g%29,"Sainsbury's Free Range Chicken Breast Fillets, Taste the Difference x2 (approx. 310g)",54,,
,2.4348,£17.20/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken; Produced using British Free Range Chicken,,,,6317536,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-chicken-fillets--taste-the-difference-%28approx-420-920g%29,"Sainsbury's Free Range Chicken Breast Fillets, Taste the Difference (approx. 590g)",46,,
,2.5,£4.95/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7875216,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-diced-chicken-breast-640g,Sainsbury's Diced Chicken Breast 640g,10,,
,3.1667,£18.75/kg,,,,,kg,"Produced in Scotland, United Kingdom; Produced from British chicken, Organic British Chicken, Scottish chicken",,,,6278956,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-british-chicken-thigh-fillets--so-organic-%28approx-480g%29,"Sainsbury's Free Range Chicken Thigh Fillets, SO Organic (approx. 360g)",12,,
,3.1154,£15.90/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken,,,,92739,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-freedom-food-endorsed-british-corn-fed-chicken-breast--skin-on-%28approx-310g%29,Sainsbury's Corn Fed Chicken Breast Skin On (approx. 370g),26,,
,3.0,£4.60/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken; Produced from British chicken,,,,7897506,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-mini-chicken-fillets-640g,Sainsbury's Mini Chicken Breast Fillets 640g,10,,
,3.5,£19.35/kg,,,,,kg,Produced in United Kingdom; Produced from British Chicken,,,,7568051,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-norfolk-black-chicken-fillets--taste-the-difference-%28approx-335g%29,"Sainsbury's Norfolk Black Corn Fed Free Range Chicken Fillets, Taste the Difference (approx. 335g)",10,,
,3.1667,£15.90/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken,,,,6302995,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-corn-fed-chicken-breast-fillets-%28approx-450-750g%29,Sainsbury's Corn Fed Chicken Breast Fillets (approx. 695g),6,,
,3.1429,£3.25/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7855033,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-cajun-chicken-filllets-310g,Sainsbury's Cajun British Chicken Breast Filllets x2 310g,7,,
,5.0,£3.25/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7854858,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-malagueta-chilli--lime-mini-filts320g,Sainsbury's Malagueta Chilli & Lime British Chicken Mini Filllets x2 320g,2,,
,4.25,£3.75/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7850922,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-coconut---mango-sizzlers-325g,Sainsbury's Coconut & Mango British Chicken Sizzlers x2 325g,4,,
,0.0,£17.20/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken,,,,7884326,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-mini-chicken-fillets--taste-the-difference-%28approx-180-300g%29,"Sainsbury's Mini Chicken Fillets, Taste the Difference (approx. 300g)",0,,
,1.0,£2.25/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7914940,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219598&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,"Sainsbury's Lemon, Garlic & Herb British Chicken Mini Fillets 120g",1,,
,5.0,£3.25/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7905888,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1200206&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Golden Masala British Chicken Mini Fillets 325g,2,,
,5.0,£3.25/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7935588,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246420&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Just Cook British Chicken Breasts With Sweet Chilli Marinade 330g (Serves 2),1,,
,0.0,£5.00/unit,,,,,unit,,,,,7911907,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1209604&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Tariq Halal Chicken Skinless Fillets 700g,0,,
,0.0,£4.00/unit,,,,,unit,,,,,7935570,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246418&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Just Cook British Chicken Breasts With Spinach & Ricotta 360g (Serves 2),0,,
,3.0,£4.00/unit,,,,,unit,,,,,7911899,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1209600&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Tariq Halal Chicken Mini Fillets 500g,2,,
,5.0,£4.00/unit,,,,,unit,,,,,7935593,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246422&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Just Cook British Chicken Breasts With Cajun & Red Pepper Marinade 355g (Serves 2),2,,
,3.0,£12.10/kg,,,,,kg,Produced in United Kingdom; Produced from British Free Range Norfolk Black Chicken,,,,7887218,https://www.sainsburys.co.uk/shop/gb/groceries/breast---fillet-44/sainsburys-norfolk-black-chicken-thigh-fillets--taste-the-difference-%28approx-360g%29,"Sainsbury's Corn Fed Free Range Norfolk Black Chicken Thigh Fillets, Taste the Difference (approx. 360g)",2,,
,5.0,£4.50/unit,,,,,unit,,,,,7936469,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246460&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Slow Cooked British Chicken Breasts With Creamy Bacon & Mushroom Sauce 470g (Serves 2),2,,
,5.0,£4.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken and Spanish pork,,,,7935533,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246416&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Just Cook British Chicken Breasts WithSpanish Style Manchego & Chorizo Topping 355g (Serves 2),1,,
,0.0,£3.75/unit,,,,,unit,Produced in United Kingdom; Produced from British chicken,,,,7936757,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246742&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,"Sainsbury's Just Cook British Chicken Breasts with a Tomato, Mozzarella & Basil Sauce 415g",0,,
,4.0,£3.25/unit,,,,,unit,Produced in United Kingdom; Produced from British chicken,,,,7936772,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246750&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Just Cook British Chicken Breasts with a Mediterranean Style Tomato Marinade 339g,1,,
,0.0,£3.25/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7944794,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1254828&urlRequestType=Base&categoryId=310865&catalogId=10123&langId=44,Sainsbury's Piri Piri Chicken Grills 295g,0,,
,3.0385,£6.30/kg,,,,,kg,"Produced in United Kingdom; Produced from British Chicken, British chicken",,,,59398,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-british-free-range-whole-chicken--taste-the-difference-900g---22kg,"Sainsbury's Whole Chicken Free Range, Taste the Difference (approx. 900g-2.2kg)",52,,
,3.7857,£4.65/unit,,,,,unit,"Produced in United Kingdom; Produced from British chicken; Produced using British chicken, Northern Irish chicken",,,,7874963,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-whole-chicken-19kg,Sainsbury's Whole Chicken 1.9kg,14,,
,4.1429,£4.85/kg,,,,,kg,Produced in United Kingdom; Produced from British chicken,,,,54010,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-british-corn-fed-whole-chicken-%28approx-155kg%29,Sainsbury's Whole Chicken Corn Fed (approx. 900g-2.2kg),28,,
,2.95,£7.45/kg,,,,,kg,"Produced in Scotland, United Kingdom; Produced from British Organic Chicken, British chicken, Scottish chicken",,,,32131,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-british-whole-chicken--so-organic-%28approx-175kg%29,"Sainsbury's Free Range Whole Chicken, SO Organic (approx. 900g-2.2kg)",20,,
,4.1667,£3.85/unit,,,,,unit,"Produced in United Kingdom; Produced from British chicken; Produced using British chicken, Northern Irish chicken",,,,7875193,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-whole-chicken-16kg,Sainsbury's Whole Chicken 1.6kg,6,,
,3.7778,£2.90/unit,,,,,unit,"Produced in United Kingdom; Produced from British chicken; Produced using British chicken, Northern Irish chicken",,,,7874972,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-whole-chicken-12kg,Sainsbury's Whole Chicken 1.2kg,9,,
,3.6667,£6.70/kg,,,,,kg,Produced in United Kingdom; Produced from British Chicken,,,,7568041,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-norfolk-black-whole-chicken--taste-the-difference-%28approx-11kg---22kg%29,"Sainsbury's Norfolk Black Free Range Whole Chicken, Taste the Difference (approx. 1.65kg)",21,,
,3.9333,£4.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken and pork,,,,558075,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-british-whole-chicken-with-sage---onion-stuffing-145kg,"Sainsbury's Roast in the Bag Whole British Chicken with Pork, Sage & Onion Stuffing 1.35kg",30,,
,4.2571,£4.00/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7161961,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-just-cook-garlic-chicken-crown-530g,Sainsbury's Just Cook British Chicken Crown with Garlic & Herb Butter 525g (Serves 3),35,,
,3.1176,£4.50/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,6481855,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-british-garlic-basted-whole-chicken-135kg,"Sainsbury's Roast in the Bag Garlic & Parsley Basted Whole British Chicken, Garlic & Parsley Basted 1.4kg",17,,
,4.3793,£4.45/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7713105,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-chicken-crown-with-lemon---thyme-700g,"Sainsbury's Roast in the Bag British Chicken Crown with Lemon, Garlic & Thyme 700g",29,,
,3.1667,£6.00/unit,,,,,unit,Produced in United Kingdom; Produced using British chicken,,,,7713092,https://www.sainsburys.co.uk/shop/gb/groceries/whole-birds/sainsburys-large-chicken-seasoned-roaster-1945kg,"Sainsbury's Roast in the Bag Whole British Chicken, Stock Basted with Lemon & Black Pepper 1.9kg",12,,
