item_code,nutritions,price_per_unit,product_image,product_name,product_origin,product_reviews,rating,unit,url
7231326,{},£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/19/5019503002119/5019503002119_L.jpeg,Quorn Crispy Fillets x2  200g,,7,3.8571,,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/quorn-crispy-fillets-200g
6026707,"{'Energy': '971kJ', 'Energy kcal': '233kcal', 'Fat': '14.4g', 'Saturates': '6.2g', 'Mono-unsaturates': '6.0g', 'Polyunsaturates': '1.1g', 'Carbohydrate': '13.2g', 'Sugars': '0.7g', 'Starch': '12.5g', 'Fibre': '1.1g', 'Protein': '12.1g', 'Salt': '1.40g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/89/0000001083989/0000001083989_L.jpeg,Sainsbury's Butcher's Choice Beef Sausage x8 454g,Produced in United Kingdom Produced using British Beef,24,2.5417,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-butchers-choice-beef-sausage-x8-454g
7553225,{},£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/21/5000178106721/5000178106721_L.jpeg,Mattessons Smoked Turkey Bacon Rashers x8 200g,,6,4.1667,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/mattessons-smoked-turkey-rashers-200g
7192471,{},£0.70,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/97/5000178108497/5000178108497_L.jpeg,Fridge Raiders Southern Style Flavour Chicken Bites 60g,,3,3.3333,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/fridge-raiders-southern-fried-bite-60g
7316999,"{'Energy': '939kJ', 'Energy kcal': '226kcal', 'Fat': '18.0g', 'Saturates': '7.3g', 'Mono unsaturates': '8.2g', 'Polyunsaturates': '2.2g', 'Carbohydrate': '1.0g', 'Total Sugars': '1.0g', 'Starch': '<0.5g', 'Fibre': '<0.5g', 'Protein': '15.0g', 'Salt': '2.25g'}",£1.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/67/0000001737967/0000001737967_L.jpeg,Sainsbury's German Sausage Selection Slices x30 100g,"Produced in Germany, Packed in Germany. Produced from German pork",13,3.0769,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-german-sausage-selection-slices-100g
1167351,"{'Energy': '1133kJ', 'Energy kcal': '273kcal', 'Fat': '22.0g', 'Saturates': '8.1g', 'Mono-unsaturates': '9.7g', 'Polyunsaturates': '3.3g', 'Carbohydrate': '1.5g', 'Sugars': '<0.5g', 'Starch': '1.1g', 'Fibre': '0.6g', 'Protein': '17.0g', 'Salt': '1.20g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/51/0000001167351/0000001167351_L.jpeg,"Sainsbury's Pork Sausages, Taste the Difference x6 400g",Produced in United Kingdom Produced using British Pork,52,2.2692,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-ultimate-pork-saus--taste-the-difference-x6-400g
6427548,"{'Energy': '1643kJ', 'Energy kcal': '396kcal', 'Fat': '33.4g', 'Saturates': '10.3g', 'Mono-unsaturates': '14.6g', 'Polyunsaturates': '6.6g', 'Carbohydrate': '<0.5g', 'Sugars': '<0.5g', 'Fibre': '1.0g', 'Protein': '23.3g', 'Salt': '3.79g'}",£1.85,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/22/0000001428322/0000001428322_L.jpeg,Sainsbury's Italian Smoked Pancetta 105g,Produced in Italy Packed in Italy Produced using Italian or Dutch pork,7,4.8571,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-italian-smoked-pancetta-105g
7792825,{},£2.50,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/40/5060317350040/5060317350040_L.jpeg,Heck Chicken Italia Sausages 340g,,24,3.9583,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/heck-chicken-italia-sausages-340g
7732081,"{'Energy': '568kJ', 'Energy kcal': '135kcal', 'Fat': '4.7g', 'Saturates': '1.5g', 'Mono-unsaturates': '2.1g', 'Polyunsaturates': '0.8g', 'Carbohydrate': '1.1g', 'Sugars': '<0.5g', 'Starch': '1.0g', 'Fibre': '<0.5g', 'Protein': '22.1g', 'Salt': '2.30g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/73/0000000195973/0000000195973_L.jpeg,"Sainsbury's Breaded Yorkshire Ham, Taste the Difference 120g",Produced in United Kingdom Produced using British Pork,8,3.625,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-breaded-yorkshire-ham--taste-the-difference-120g-7732081-p-44
7508829,"{'Energy': '1185kJ', 'Energy kcal': '286kcal', 'Fat': '23.0g', 'Saturates': '8.3g', 'Mono-unsaturates': '10.0g', 'Polyunsaturates': '3.9g', 'Carbohydrate': '1.4g', 'Sugars': '<0.5g', 'Starch': '1.0g', 'Fibre': '<0.5g', 'Protein': '18.0g', 'Salt': '1.20g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/47/0000001798647/0000001798647_L.jpeg,"Sainsbury's Pork Chipolata, Taste the Difference 375g",Produced in United Kingdom Produced using British Pork,25,2.72,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-ultimate-pork-chipolata--taste-the-difference-375g
7317034,"{'Energy': '872kJ', 'Energy kcal': '207kcal', 'Fat': '7.4g', 'Saturates': '2.8g', 'Mono-unsaturates': '3.4g', 'Polyunsaturates': '1.2g', 'Carbohydrate': '<0.5g', 'Sugars': '<0.5g', 'Starch': '<0.5g', 'Fibre': '0g', 'Protein': '34.9g', 'Salt': '3.48g'}",£1.50,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/0000001738001/0000001738001_L.jpeg,Sainsbury's Spanish Serrano Ham Slices 70g,Produced in Spain Packed in Spain Produced from Spanish Pork,6,3.6667,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-serrano-ham-70g
7738243,"{'Energy': '891kJ', 'Energy kcal': '213kcal', 'Fat': '11.4g', 'Saturates': '4.9g', 'Mono-unsaturates': '5.6g', 'Polyunsaturates': '0.4g', 'Carbohydrate': '<0.5g', 'Sugars': '<0.5g', 'Fibre': '<0.5g', 'Protein': '27.6g', 'Salt': '0.20g'}",£4.25,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/91/0000000199391/0000000199391_L.jpeg,Sainsbury's 21 Day Matured Sirloin Steak 225g,"Produced in Ireland, United Kingdom Packed in United Kingdom Produced using Produced using British or Irish beef Produced from British or Irish beef",9,3.0,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-sirloin-steak-225g
90278,"{'Energy': '719kJ', 'Energy kcal': '170kcal', 'Fat': '3.5g', 'Saturates': '1.6g', 'Carbohydrate': '<0.5g', 'Sugars': '<0.5g', 'Fibre': '<0.5g', 'Protein': '34.2g', 'Salt': '0.15g'}",£6.50,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/07/0290480000007/0290480000007_L.jpeg,Sainsbury's Unfatted Topside/Top Rump Beef Roasting Joint 1kg - 1.8kg,"Produced in United Kingdom Packed in United Kingdom Produced using British or Irish Beef, British or Irish beef",69,3.1594,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-british-or-irish-beef-roasting-joint--large-%28approx-2050kg%29
6030607,"{'Energy': '1227kJ', 'Energy kcal': '295kcal', 'Fat': '20.2g', 'Saturates': '7.0g', 'Mono-unsaturates': '9.8g', 'Polyunsaturates': '2.6g', 'Carbohydrate': '<0.5g', 'Sugars': '<0.5g', 'Fibre': '<0.5g', 'Protein': '28.0g', 'Salt': '5.73g'}",£1.25,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/40/0000001095340/0000001095340_L.jpeg,Sainsbury's Italian Prosciutto Crudo Slices 70g,Produced in Italy Packed in Italy Produced using Dutch pork,4,4.25,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-italian-prosciutto-crudo-slices-70g
7316225,"{'Energy': '1404kJ', 'Energy kcal': '338kcal', 'Fat': '26.7g', 'Saturates': '10.4g', 'Mono-unsaturates': '11.5g', 'Polyunsaturates': '3.7g', 'Carbohydrate': '3.0g', 'Sugars': '1.8g', 'Starch': '1.2g', 'Fibre': '1.0g', 'Protein': '21.0g', 'Salt': '3.58g'}",£1.35,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/21/0000001737721/0000001737721_L.jpeg,Sainsbury's Spanish Chorizo Slices 180g,Produced in Spain Produced from Spanish Pork,3,4.6667,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-spanish-chorizo-180g
6025933,"{'Energy': '1023kJ', 'Energy kcal': '246kcal', 'Fat': '17.0g', 'Saturates': '5.9g', 'Mono-unsaturates': '6.8g', 'Polyunsaturates': '3.2g', 'Carbohydrate': '8.4g', 'Sugars': '1.3g', 'Starch': '7.1g', 'Fibre': '1.6g', 'Protein': '14.0g', 'Salt': '1.53g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/37/0000001081237/0000001081237_L.jpeg,Sainsbury's Butcher's Choice Lincolnshire Pork Sausages x8 454g,Produced in United Kingdom Packed in United Kingdom Produced using British Pork,12,3.5,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-butchers-choice-lincolnshire-pork-sausages-x8-454g
6466558,{},£0.70,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/10/5000178108510/5000178108510_L.jpeg,Fridge Raiders Slow Roasted Flavour Chicken Bites 60g,,3,4.3333,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/fridge-raiders-roast-chicken-bites-60g
7647753,"{'Energy': '1036kJ', 'Energy kcal': '248kcal', 'Fat': '15.5g', 'Saturates': '5.6g', 'Mono-unsaturates': '6.3g', 'Polyunsaturates': '2.5g', 'Carbohydrate': '0.7g', 'Sugars': '<0.5g', 'Fibre': '0.8g', 'Protein': '26.2g', 'Salt': '0.10g'}",£4.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/95/0000000124195/0000000124195_L.jpeg,Sainsbury's British Pork Loin Steaks x8 800g,Packed in United Kingdom Produced using British pork,8,3.875,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-british-8-thin-cut-loin-steaks-800g-p
1292824,"{'Energy': '1281kJ', 'Energy kcal': '309kcal', 'Fat': '24.5g', 'Saturates': '8.6g', 'Mono-unsaturates': '10.5g', 'Polyunsaturates': '4.3g', 'Carbohydrate': '6.3g', 'Sugars': '5.6g', 'Starch': '0.7g', 'Fibre': '1.0g', 'Protein': '15.1g', 'Salt': '1.36g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000001292824/0000001292824_L.jpeg,"Sainsbury's Pork & Bramley Apple Sausages, Taste the Difference x6 400g",Produced in United Kingdom Produced using British Pork,20,4.1,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-pork---bramley-apple-sausages--taste-the-difference-%28gluten-free%29-x6-400g
7714190,"{'Energy': '1074kJ', 'Energy kcal': '258kcal', 'Fat': '18.9g', 'Saturates': '7.7g', 'Mono-unsaturates': '8.8g', 'Polyunsaturates': '1.5g', 'Trans Fat': '0.0g', 'Carbohydrate': '1.5g', 'Sugars': '0.6g', 'Starch': '<0.5g', 'Fibre': '<0.5g', 'Protein': '20.5g', 'Salt': '0.99g'}",£2.50,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/36/0000000181136/0000000181136_L.jpeg,"Sainsbury's Beef Meatballs, Taste the Difference 350g",Produced in United Kingdom Packed in United Kingdom Produced using British Beef,12,4.0,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-beef-meatballs--taste-the-difference-400g
7174745,"{'Energy': '801kJ', 'Energy kcal': '191kcal', 'Fat': '9.8g', 'Saturates': '1.9g', 'Mono-unsaturates': '4.8g', 'Polyunsaturates': '2.7g', 'Carbohydrate': '<0.5g', 'Sugars': '0g', 'Fibre': '<0.5g', 'Protein': '25.5g', 'Salt': '0.18g', 'Omega 3 Fatty Acids': '1.8g'}",£5.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/77/0000001694277/0000001694277_L.jpeg,"Sainsbury's Wild Salmon Fillets, Taste the Difference x2 230g",Produced in United Kingdom Caught in Pacific Ocean Produced from fish caught in Northeast and Northwest Pacific Ocean.,28,4.1429,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-wild-salmon-fillets--taste-the-difference-230g
1386011,"{'Energy': '1282kJ', 'Energy kcal': '305kcal', 'Fat': '10.2g', 'Saturates': '1.1g', 'Mono-unsaturates': '5.9g', 'Polyunsaturates': '3.2g', 'Carbohydrate': '40.6g', 'Sugars': '3.6g', 'Starch': '33.2g', 'Fibre': '3.8g', 'Protein': '10.8g', 'Salt': '0.47g'}",£0.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/11/0000001386011/0000001386011_L.jpeg,Sainsbury's Yorkshire Puddings x6 132g,Produced in United Kingdom,8,4.75,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-yorkshire-puddings-x6-132g
7429036,{},£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/28/5000187105128/5000187105128_L.jpeg,Richmond Thick Pork Sausages x12 681g,,30,3.1333,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/richmond-thick-sausages-681g
7339270,"{'Energy': '575kJ', 'Energy kcal': '136kcal', 'Fat': '1.2g', 'Saturates': '0.4g', 'Mono-unsaturates': '0.4g', 'Polyunsaturates': '0.4g', 'Carbohydrate': '0g', 'Sugars': '0g', 'Fibre': '<0.5g', 'Protein': '31.0g', 'Salt': '0.20g'}",£3.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/45/0000001745245/0000001745245_L.jpeg,Sainsbury's Turkey Breast Mince 2% Fat 500g,Produced in United Kingdom Produced using British turkey,6,4.8333,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-turkey-breast-mince-500g
7493724,"{'Energy': '997kJ', 'Energy kcal': '239kcal', 'Fat': '15.0g', 'Saturates': '5.3g', 'Mono-unsaturates': '6.1g', 'Polyunsaturates': '3.0g', 'Carbohydrate': '12.0g', 'Sugars': '2.7g', 'Starch': '9.3g', 'Fibre': '<0.5g', 'Protein': '14.0g', 'Salt': '1.45g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/58/0000001791358/0000001791358_L.jpeg,Sainsbury's Butcher's Choice Pork Chipolata Sausages x12 340g,Produced in United Kingdom Produced using British Pork,14,2.4286,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-butchers-choice-pork-chipolatas-x12-340g
7657354,"{'Energy': '660kJ', 'Energy kcal': '158kcal', 'Fat': '7.8g', 'Saturates': '3.2g', 'Mono unsaturates': '3.5g', 'Polyunsaturates': '0.9g', 'Carbohydrate': '0.6g', 'Total Sugars': '0.6g', 'Starch': '<0.5g', 'Fibre': '<0.5g', 'Protein': '21.2g', 'Salt': '2.00g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/32/0000000133432/0000000133432_L.jpeg,Sainsbury's German Brunswick Ham Wafer Thin Slices x10 125g,Produced in Germany. Produced from German Pork,18,4.7222,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-german-brunswick-ham-wafer-thin-slices-x10-125g
7552390,"{'Energy': '788kJ', 'Energy kcal': '187kcal', 'Fat': '4.8g', 'Saturates': '1.8g', 'Mono-unsaturates': '2.4g', 'Polyunsaturates': '0.4g', 'Carbohydrate': '1.0g', 'Sugars': '0.7g', 'Fibre': '0.6g', 'Protein': '34.6g', 'Salt': '3.43g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/87/0000001832587/0000001832587_L.jpeg,"Sainsbury's Unsmoked Bacon Medallions, Be Good To Yourself 200g",Packed in United Kingdom,14,3.0,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-unsmoked-bacon-medallions--be-good-to-yourself-200g
7442835,"{'Energy': '832kJ', 'Energy kcal': '198kcal', 'Fat': '9.2g', 'Saturates': '2.2g', 'Mono-unsaturates': '4.4g', 'Polyunsaturates': '1.8g', 'Carbohydrate': '18.5g', 'Sugars': '1.6g', 'Starch': '16.9g', 'Fibre': '0.6g', 'Protein': '10.1g', 'Salt': '0.41g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/32/0000001773132/0000001773132_L.jpeg,Sainsbury's Fishcakes Melting Middle Cod & Parsley Sauce Fishcakes Taste the Difference x2 290g,"Produced in United Kingdom Produced using cod caught by hooks and lines in the NE Atlantic (Barents Sea, Norwegian Sea or Iceland Grounds)",21,3.1905,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-melting-middle-cod---parsley-sauce-fishcakes--taste-the-difference-x2-290g
6844353,"{'Energy': '1651kJ', 'Energy kcal': '398kcal', 'Fat': '31.8g', 'Saturates': '12.0g', 'Mono-unsaturates': '15.3g', 'Polyunsaturates': '3.2g', 'Carbohydrate': '1.0g', 'Sugars': '<0.5g', 'Fibre': '0g', 'Protein': '26.9g', 'Salt': '3.80g'}",£1.25,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/0000001610215/0000001610215_L.jpeg,Sainsbury's Italian Milano Salami Slices 86g,Produced in Italy Packed in Italy Produced using Italian pork,7,3.8571,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-italian-milano-salami-slices-86g
7517603,"{'Energy': '1042kJ', 'Energy kcal': '250kcal', 'Fat': '17.4g', 'Saturates': '7.9g', 'Mono-unsaturates': '8.3g', 'Polyunsaturates': '0.3g', 'Carbohydrate': '1.8g', 'Sugars': '<0.5g', 'Fibre': '<0.5g', 'Protein': '21.6g', 'Salt': '0.97g'}",£2.25,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/67/0000001806267/0000001806267_L.jpeg,"Sainsbury's British Beef Burgers, Taste the Difference x2 340g",Packed in United Kingdom Produced using British Beef,43,3.093,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-british-ultimate-steak-burgers--taste-the-difference-x2-340g
1197037,"{'Energy': '788kJ', 'Energy kcal': '187kcal', 'Fat': '4.8g', 'Saturates': '1.8g', 'Mono-unsaturates': '2.4g', 'Polyunsaturates': '0.4g', 'Carbohydrate': '1.0g', 'Sugars': '0.7g', 'Fibre': '0.6g', 'Protein': '34.6g', 'Salt': '3.43g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/37/0000001197037/0000001197037_L.jpeg,"Sainsbury's Smoked Bacon Medallions, Be Good To Yourself 200g",Packed in United Kingdom,15,3.8,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-smoked-bacon-medallions--be-good-to-yourself-200g
6025948,"{'Energy': '1046kJ', 'Energy kcal': '251kcal', 'Fat': '17.0g', 'Saturates': '5.7g', 'Mono-unsaturates': '6.8g', 'Polyunsaturates': '3.6g', 'Carbohydrate': '9.4g', 'Sugars': '1.4g', 'Starch': '8.0g', 'Fibre': '<0.5g', 'Protein': '15.0g', 'Salt': '1.45g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/43/0000001081343/0000001081343_L.jpeg,Sainsbury's Butcher's Choice Cumberland Pork Sausages x8 454g,Produced in United Kingdom Produced using British Pork,26,2.5,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-butchers-choice-cumberland-pork-sausages-x8-454g
7441195,"{'Energy': '817kJ', 'Energy kcal': '195kcal', 'Fat': '8.1g', 'Saturates': '0.6g', 'Mono-unsaturates': '5.0g', 'Polyunsaturates': '1.9g', 'Carbohydrate': '14.6g', 'Sugars': '1.0g', 'Starch': '13.6g', 'Fibre': '1.0g', 'Protein': '15.4g', 'Salt': '0.57g'}",£3.90,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/76/0000001772876/0000001772876_L.jpeg,"Sainsbury's Breaded Chunky Cod, Taste the Difference x2 350g",Produced in United Kingdom,28,4.0,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-breaded-chunky-cod--taste-the-difference-x2-350g
7554964,"{'Energy': '593kJ', 'Energy kcal': '140kcal', 'Fat': '2.8g', 'Saturates': '0.9g', 'Mono-unsaturates': '1.2g', 'Polyunsaturates': '0.4g', 'Carbohydrate': '0.8g', 'Sugars': '0.8g', 'Starch': '0g', 'Fibre': '0g', 'Protein': '28.0g', 'Salt': '2.78g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/35/0000001834635/0000001834635_L.jpeg,"Sainsbury's Honey Roast Ham Air Dried Lean Finely Sliced, Taste the Difference 120g",Produced in United Kingdom Produced from British pork,10,3.0,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-honey-roast-air-dried-lean-ham-finely-sliced--taste-the-difference-120g
7317686,"{'Energy': '1992kJ', 'Energy kcal': '481kcal', 'Fat': '43.1g', 'Saturates': '14.8g', 'Mono unsaturates': '19.5g', 'Polyunsaturates': '8.0g', 'Carbohydrate': '0.9g', 'Total Sugars': '0.6g', 'Fibre': '<0.5g', 'Protein': '22.4g', 'Salt': '3.70g'}",£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/39/0000001738339/0000001738339_L.jpeg,Sainsbury's Spanish Chorizo Ring 225g,,31,3.3226,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-spicy-chorizo-ring-225g
6025936,"{'Energy': '997kJ', 'Energy kcal': '239kcal', 'Fat': '15.0g', 'Saturates': '5.3g', 'Mono-unsaturates': '6.1g', 'Polyunsaturates': '3.0g', 'Carbohydrate': '12.0g', 'Sugars': '2.7g', 'Starch': '9.3g', 'Fibre': '<0.5g', 'Protein': '14.0g', 'Salt': '1.45g'}",£1.75,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/75/0000001081275/0000001081275_L.jpeg,Sainsbury's Butcher's Choice Pork Sausages x8 454g,Produced in United Kingdom Produced using British Pork,35,3.2857,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-butchers-choice-pork-sausages--large-x8-454g
7103155,"{'Energy': '496kJ', 'Energy kcal': '118kcal', 'Fat': '3.3g', 'Saturates': '1.2g', 'Mono unsaturates': '1.8g', 'Polyunsaturates': '0.2g', 'Carbohydrate': '0.9g', 'Total Sugars': '<0.5g', 'Starch': '<0.5g', 'Fibre': '<0.5g', 'Protein': '21.1g', 'Salt': '1.63g'}",£1.50,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/69/0000001681369/0000001681369_L.jpeg,Sainsbury's British Breaded Ham 120g,Produced in United Kingdom. Produced using British Pork,11,3.0,,https://www.sainsburys.co.uk/shop/gb/groceries/special-offers-314361-44/sainsburys-british-breaded-ham-120g
7755127,{},£3.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/42/5019503025842/5019503025842_L.jpeg,Quorn Crispy Nuggets Family 476g,,17,4.7059,,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/quorn-chicken-nuggets-476g
7803520,"{'Energy': '715kJ', 'Energy kcal': '170kcal', 'Fat': '5.0g', 'Saturates': '0.3g', 'Mono-unsaturates': '3.1g', 'Polyunsaturates': '1.4g', 'Carbohydrate': '11.7g', 'Sugars': '1.6g', 'Fibre': '2.0g', 'Protein': '18.6g', 'Salt': '0.57g'}",£1.60,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/0000000242615/0000000242615_L.jpeg,Sainsbury's Vegetarian Mince 500g,Produced in United Kingdom,41,3.122,,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/sainsburys-vegetarian-mince-500g
7720781,"{'Energy': '999kJ', 'Energy kcal': '240kcal', 'Fat': '16.8g', 'Saturates': '1.4g', 'Mono-unsaturates': '10.6g', 'Polyunsaturates': '4.1g', 'Carbohydrate': '3.8g', 'Sugars': '1.5g', 'Fibre': '2.0g', 'Protein': '17.4g', 'Salt': '1.30g'}",£1.60,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/78/0000000186278/0000000186278_L.jpeg,Sainsbury's Vegetarian Hot Dog 270g,Produced in United Kingdom Packed in United Kingdom,28,4.25,,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/sainsburys-vegetarian-hot-dog-270g
7637901,{},£2.00,https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5019503023817/5019503023817_L.jpeg,Quorn Southern Fried Bites 300g,,9,4.6667,,https://www.sainsburys.co.uk/shop/gb/groceries/meat-free-/quorn-southern-fried-bites-300g
