item_code,product_name,url,price_per_unit,unit,rating,product_reviews,product_origin,product_image,Mono unsaturates,sugars,of which sugars:,of which Sugars,of which Sugars:,Vitamin A,Energy (kJ),Fat g,- sugars,Vitamin D,Proteine,image_urls,Fat:,- mono-unsaturates,Of which Sugars,Trans Fat,Total fat,Energy kcal,Fat (g),of which - Sugars,Carbohydrate:,(of which sugars),Trans Fats,of which saturated fatty acids,of which saturates [g],and EPA,Fibre g,Iron,Salt:,Fats,Protein g,- kcal,-of which sugars,DHA,poly-unsaturated,of which saturates (g),of which sugars :,Carbohydrate [g],- of which saturates (g),Fibre :,EPA,Energy,Of which saturates,Proteins,Carbohydrate g,Energy [kJ/kcal],Protein (g),Total Omega  3,Fat [g],of which saturates g,Energy:,- polyunsaturates,Starch,Calcium,Carbohydrate (g),of which sugar,Energy kJ,of which sugars [g],- of which Saturates,of which DHA,Trans fat,of which sugars,Polyunsaturates,Fibres,mono unsaturates,Total Sugars,Energy :,Fiber,Omega 3 Fatty Acids,- of which sugars (g),Vitamin B12,Omega 3,-of which saturates,Omega 3 fatty acids,of which saturated,Sodium,Protein [g],Protein :,Energy kJ/kcal,of which sugars (g),kcal,Salt (g),Energy value,Fat :,of which Saturates,Carbohydrate,of which sugars g,of which saturates :,thereof saturated fatty acids,Fibre:,of which saturates:,Thiamin (Vitamin B1),- starch,Salt,Vitamin C,Carbohydrate :,Carbohydrates:,Salt :,Polyols,mono-unsaturated,(of which saturates),Fibre [g],(of which sugars,trans fat,Energy (kcal),Dietary fibre,(kcal),Protein,Energy - kJ,- of which Sugars,saturates,- saturates,Of which: Saturates,of which - Saturates,polyunsaturates,Of which Saturates,- of which sugars,Fibre (g),of which saturates,Saturates,Energy kg/kcal,Potassium,Amount of sugar,of which saturated fats,Salt [g],- of which saturates,(of which saturates,Salt g,Omega 6,Carbohydrates,Protein:,Mono-unsaturates,Carbohydrates (g),Sugars,Of which: Sugars,of which Saturates:,Of which sugars,images,Fat,mono-unsaturates,of which: sugars,of which: saturates,Fibre,of which is saturated,of which: Saturates,Cholesterol
7657354,Sainsbury's German Brunswick Ham Wafer Thin Slices x10 125g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-german-brunswick-ham-wafer-thin-slices-x10-125g,£1.50,,,,Produced in Germany. Produced from German Pork,,3.5g,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/32/0000000133432/0000000133432_L.jpeg'],,,,,,158kcal,,,,,,,,,,,,,,,,,,,,,,,,660kJ,,,,,,,,,,,<0.5g,,,,,,,,,,0.9g,,,0.6g,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,2.00g,,,,,,,,,,,,,,21.2g,,,,,,,,,,,,3.2g,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/32/0000000133432/0000000133432_L.jpeg', 'path': 'full/47df1cb6a7753a063b0ba5e50e662cffe1c5aa1a.jpg', 'checksum': 'ad497e8226817ced5c7bc1847252467d'}]",7.8g,,,,<0.5g,,,
30502,"Sainsbury's Free Range Chicken Breast Fillets, SO Organic (approx. 360g)",https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-british-chicken-breast-fillets--so-organic-%28approx-360g%29,£20.95,,,,"Produced in Scotland, United Kingdom Produced from British chicken, Scottish chicken",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/0250520000008/0250520000008_L.jpeg'],,,,,,131kcal,,,,,,,,,,,,,,,,,,,,,,,,555kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.12g,,,,,,,,,,,,,,30.1g,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/0250520000008/0250520000008_L.jpeg', 'path': 'full/b1aba5c9fca93106612fea57cb7894ae62b77d03.jpg', 'checksum': 'de38bcc7c027c18bf9e53c169be4db45'}]",1.1g,,,,<0.5g,,,
7874949,Sainsbury's Chicken Breast Fillets 320g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-whole-chicken-breast-fillets-320g,£2.45,,,,Produced in United Kingdom Produced using British chicken Produced from British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/0000000296809/0000000296809_L.jpeg'],,,,,,137kcal,,,,,,,,,,,,,,,,,,,,,,,,582kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.14g,,,,,,,,,,,,,,30.6g,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/0000000296809/0000000296809_L.jpeg', 'path': 'full/185e49aa73723b873d393590b4f53ee00d2e1798.jpg', 'checksum': '0d553ce2f48f480d49191aa1d376e474'}]",1.6g,,,,<0.5g,,,
7552390,"Sainsbury's Unsmoked Bacon Medallions, Be Good To Yourself 200g",https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-unsmoked-bacon-medallions--be-good-to-yourself-200g,£2.00,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/87/0000001832587/0000001832587_L.jpeg'],,,,,,187kcal,,,,,,,,,,,,,,,,,,,,,,,,788kJ,,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,3.43g,,,,,,,,,,,,,,34.6g,,,,,,,,,,,,1.8g,,,,,,,,,,,,2.4g,,0.7g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/87/0000001832587/0000001832587_L.jpeg', 'path': 'full/023ba1f2c6c54ca701f3bfc1feefb812a0d12616.jpg', 'checksum': 'b1b17d68c37e07d7dbe528812930bfef'}]",4.8g,,,,0.6g,,,
7207643,Sainsbury's Smoked Streaky Bacon Rashers 300g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-smoked-streaky-bacon-rashers-300g,£2.25,,,,Packed in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/84/0000001704884/0000001704884_L.jpeg'],,,,,,365kcal,,,,,,,,,,,,,,,,,,,,,,,,1514kJ,,,,,,,,,,,,,,,,,,,,,2.6g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,4.78g,,,,,,,,,,,,,,27.5g,,,,,,,,,,,,11.2g,,,,,,,,,,,,12.6g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/84/0000001704884/0000001704884_L.jpeg', 'path': 'full/ea6ce8968df3e9b9f4be473b2e4646c9d9fed8ed.jpg', 'checksum': '3eed0527d42962cb81ec9114b29c95e5'}]",27.7g,,,,0.6g,,,
7874865,Sainsbury's Chicken Thigh Fillets 640g,https://www.sainsburys.co.uk/shop/gb/groceries/top-sellers-276035-44/sainsburys-chicken-thigh-fillets-640g,£3.90,,,,Produced in United Kingdom Produced using British chicken Produced from British chicken,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/0000000296717/0000000296717_L.jpeg'],,,,,,191kcal,,,,,,,,,,,,,,,,,,,,,,,,801kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.21g,,,,,,,,,,,,,,26.3g,,,,,,,,,,,,2.2g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/0000000296717/0000000296717_L.jpeg', 'path': 'full/85e1b02e246be51d895b904013631f9284d38567.jpg', 'checksum': '7f71bd8f2877122ff4252515046fe420'}]",9.5g,,,,<0.5g,,,
7793701,The Jolly Hog Pork & Caramelised Onion Sausages 400g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/the-jolly-hog-pork---caramelised-onion-sausages-400g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/74/5010498509874/5010498509874_L.jpeg'],,,,,,239kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996kJ,,,,,3.6g,,,,,,,,,,,,,,,,,,,,,,,,10.2g,,,,,,,,1.5g,,,,,,,,,,,,,,14.6g,,,,,,,,,,,5.4g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/74/5010498509874/5010498509874_L.jpeg', 'path': 'full/91058794805f32ed9da326ba1ae1061b20b58dd7.jpg', 'checksum': 'ac9ca5fefe8d36cd6091e235e7d1c96e'}]",15.1g,,,,0.7g,,,
7909022,"Sainsbury's Outdoor Bred British Smooth Pork Sausages, Taste the Difference x6 400g",https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1204572&urlRequestType=Base&categoryId=276041&catalogId=10123&langId=44,£2.50,,,,,,,,,,,,,,0.7g,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/20/0000000320320/0000000320320_L.jpeg'],,11.3g,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4g,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0g,,,,,,,2.3g,1.29g,,,,,,,,,,,,,,15.0g,,,,9.2g,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/20/0000000320320/0000000320320_L.jpeg', 'path': 'full/969851e8ffd7b8a13284119c6279b226fabf0611.jpg', 'checksum': 'cd7dd8d6405e3e4d5cc4ee4c7a82587a'}]",26.1g,,,,1.0g,,,
7723619,Wall's Ready Baked Pork Sausages x6 275g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/walls-ready-baked-pork-sausages-275g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5000187145117/5000187145117_L.jpeg'],,,,,,279kcal,,,,,,,,,,,,,,,,,,,,,,,,1161kJ,,,,,,,,,,,,,,,,,,,,1.6g,,,,,,,,,,,,,,,,,,,,,,,,15g,,,,,,,,1.5g,,,,,,,,,,,,,,12g,,,,,,,,,,,7.1g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/17/5000187145117/5000187145117_L.jpeg', 'path': 'full/5b68451670acf5b9685325a70c9807ba0a1c2c1e.jpg', 'checksum': 'e0fbf9cc1ff9e8bcf76d40798499994a'}]",19g,,,,,,,
4101772,Helen Browning's Organic Speedy Sausages x12 200g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/helen-brownings-totally-speedy-sausages--organic-200g,£3.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/14/5036557000014/5036557000014_L.jpeg'],,,,,24.2g,,,,,,,,,,,,,,,,,,,,,,,,,1169 kJ/,,,,,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,0.8g,,,,,,,,1.5g,,,,,,,,,,,,,,15.3g,,,,,,,,,,,9.5g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/14/5036557000014/5036557000014_L.jpeg', 'path': 'full/6c6a5de48aaec15309ff77223206af4d0d6108eb.jpg', 'checksum': '6b4d4a7ab3dca58f8cefd9dc01a03603'}]",,,,,,,,
7508827,"Sainsbury's Cumberland Pork Chipolata Sausages, Taste the Difference 375g",https://www.sainsburys.co.uk/shop/gb/groceries/sausages/sainsburys-cumberland-pork-chipolata-sausages--taste-the-difference-375g,£2.50,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/30/0000001798630/0000001798630_L.jpeg'],,,,,,279kcal,,,,,,,,,,,,,,,,,,,,,,,,1159kJ,,,,,,,,,,,1.0g,,,,,,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,1.4g,,,,,,,,1.43g,,,,,,,,,,,,,,20.2g,,,,,,,,,,,,7.5g,,,,,,,,,,,,9.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/30/0000001798630/0000001798630_L.jpeg', 'path': 'full/0704d1fa9ad2db01e06f773f734961d19500cb33.jpg', 'checksum': '3a4cefffebbe486a1dcfc1d5e94fd517'}]",21.2g,,,,0.9g,,,
6869736,Wall's Thick Pork Sausages x8 454g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/walls-thick-pork-sausages-x8-454g,£2.25,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/5000187113109/5000187113109_L.jpeg'],,,,,,243kcal,,,,,,,,,,,,,,,,,,,,,,,,1009kJ,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,6.9g,,,,,,,,1.65g,,,,,,,,,,,,,,16g,,,,,,,,,,,6.3g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/5000187113109/5000187113109_L.jpeg', 'path': 'full/677ab2d60ba7877394b9a87584b66dd0fbf23b28.jpg', 'checksum': '1da1f2632d7bf7f380eeca40c3491963'}]",17g,,,,,,,
2364179,Herta Frankfurter Hot Dogs Jumbo x4 360g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/herta-frankfurters-jumbo-x4-360g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/91/3154230037491/3154230037491_L.jpeg'],,,,,,284 kcal,,,,,,,,,,,,,,,,,,,,,,,,1174 kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0g,,,,,,,,1.60g,,,,,,,,,,,,,,12.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/91/3154230037491/3154230037491_L.jpeg', 'path': 'full/36434cfec5c22b31a5101214e484fec2b4b78332.jpg', 'checksum': '5511174b0dca5e6ebb8611351118761f'}]",25.0g,,2.0g,9.8g,1.4g,,,
2247854,Herta Frankfurter Hot Dogs x4 140g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/herta-frankfurters-x4-140g,£1.30,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/36/3154230049036/3154230049036_L.jpeg'],,,,,,285 kcal,,,,,,,,,,,,,,,,,,,,,,,,1181 kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0g,,,,,,,,1.60g,,,,,,,,,,,,,,12.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/36/3154230049036/3154230049036_L.jpeg', 'path': 'full/ba809cc53a10c4b4ed1fe7b08ca1b607c62b0e71.jpg', 'checksum': '27b987b7fba5bd2b5ad26f27cf9f60ea'}]",25.0g,,2.0g,9.8g,1.2g,,,
7441105,Sainsbury's Butcher's Choice Cumberland Pork Sausages x12 681g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/sainsburys-butchers-choice-cumberland-pork-sausages-x12-681g,£2.35,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/16/0000001772616/0000001772616_L.jpeg'],,,,,,251kcal,,,,,,,,,,,,,,,,,,,,,,,,1046kJ,,,,,,,,,,,8.0g,,,,,,,,,,3.6g,,,,,,,,,,,,,,,,,,,,,,,9.4g,,,,,,,,1.45g,,,,,,,,,,,,,,15.0g,,,,,,,,,,,,5.7g,,,,,,,,,,,,6.8g,,1.4g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/16/0000001772616/0000001772616_L.jpeg', 'path': 'full/135a473f8cacb182bfe5fae9a2e8c28895c0da50.jpg', 'checksum': 'fba2433e8fd31ef816d5282794b0a157'}]",17.0g,,,,<0.5g,,,
6354911,Herta Chicken Frankfurter Hot Dogs x10 350g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/herta-chicken-frankfurters-x10-350g,£2.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/32/5011546491332/5011546491332_L.jpeg'],,,,,,199 kcal,,,,,,,,,,,,,,,,,,,,,,,,827 kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,1.80g,,,,,,,,,,,,,,14.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/32/5011546491332/5011546491332_L.jpeg', 'path': 'full/4c9c0078b64a4d9504178cd002481eab6ce773ce.jpg', 'checksum': '89b3a8611c4998a5fc69ce892da371e7'}]",15.0g,,1.5g,3.0g,1.0g,,,
282291,Sainsbury's Pork Sausages x8 454g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/sainsburys-pork-sausages--basics-x8-454g,£1.25,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/91/0000000282291/0000000282291_L.jpeg'],,,,,,250kcal,,,,,,,,,,,,,,,,,,,,,,,,1041kJ,,,,,,,,,,,11.1g,,,,,,,,,,3.5g,,,,,,,,,,,,,,,,,,,,,,,14.0g,,,,,,,,1.48g,,,,,,,,,,,,,,11.6g,,,,,,,,,,,,5.2g,,,,,,,,,,,,6.2g,,2.9g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/91/0000000282291/0000000282291_L.jpeg', 'path': 'full/05ef504406aeb6c089941b98555c5b7c45d0d3dc.jpg', 'checksum': 'efab78782cf136ad4fe3fd04b452b076'}]",16.0g,,,,1.7g,,,
7792830,Heck 97% Pork Sausages 400g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/heck-97%25-pork-sausages-400g,£2.50,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/33/5060317350033/5060317350033_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984 kJ /,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,0.7g,,,,,,,,1.68g,,,,,,,,,,,,,,21.2g,,,,,,,,,,,13.2g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/33/5060317350033/5060317350033_L.jpeg', 'path': 'full/4929bf8cc8f8b7046ca6adf78bee83b771ca7ed5.jpg', 'checksum': '90cd6c485600109b4d5e7052b0c32a46'}]",16.1g,,,,,,,
7792825,Heck Chicken Italia Sausages 340g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/heck-chicken-italia-sausages-340g,£3.15,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/40/5060317350040/5060317350040_L.jpeg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613 kJ /,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,2.4g,,,,,,,,1.9g,,,,,,,,,,,,,,28.5g,,,,,,,,,,,1.1g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/40/5060317350040/5060317350040_L.jpeg', 'path': 'full/89374af76f2865309aac47c6ab95fb69f46e896a.jpg', 'checksum': '0b107904aaf16986c6559197375364f2'}]",2.6g,,,,,,,
7663773,Sainsbury's Bacon & Sausage Wraps (Pigs in blankets) x12 260g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/sainsburys-bacon---sausage-wraps-x12-260g-7663773-p-44,£3.15,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/45/0000000144445/0000000144445_L.jpeg'],,,,,,249kcal,,,,,,,,,,,,,,,,,,,,,,,,1037kJ,,,,,,,,,,,9.8g,,,,,,,,,,3.7g,,,,,,,,,,,,,,,,,,,,,,,11.0g,,,,,,,,1.95g,,,,,,,,,,,,,,13.0g,,,,,,,,,,,,5.7g,,,,,,,,,,,,7.0g,,1.2g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/45/0000000144445/0000000144445_L.jpeg', 'path': 'full/13fff1431648994ef5562ad1a6dea921aaf436b7.jpg', 'checksum': '4731e33a410f3d653a4d4b4ebdcdec04'}]",17.0g,,,,0g,,,
6873053,Sainsbury's Butcher's Choice Pork Sausages x12 681g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/sainsburys-butchers-choice-pork-sausages-x12-681g,£2.35,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/30/0000001629330/0000001629330_L.jpeg'],,,,,,239kcal,,,,,,,,,,,,,,,,,,,,,,,,997kJ,,,,,,,,,,,9.3g,,,,,,,,,,3.0g,,,,,,,,,,,,,,,,,,,,,,,12.0g,,,,,,,,1.45g,,,,,,,,,,,,,,14.0g,,,,,,,,,,,,5.3g,,,,,,,,,,,,6.1g,,2.7g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/30/0000001629330/0000001629330_L.jpeg', 'path': 'full/830d8c9105e981fe70b0b441a4d803522a744378.jpg', 'checksum': '88f210ed7d01b8a1c6379d3547a3d812'}]",15.0g,,,,<0.5g,,,
6488115,The Bury Black Pudding Company Traditional Black Pudding Slices x4 230g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/bury-black-pudding-4-slices-230g,£1.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/34/5060051271434/5060051271434_L.jpeg'],,,,,,,,,,,,,,,,11.8mg,,,,,,,,,,,,,,512kJ/,,,,,,,,,,,,,,,,,,,,0.77g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47g,,,,,,,,,,,,,,7.6g,,,,,,,,,,,0.89g,,,,,,,,,,,18.6g,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/34/5060051271434/5060051271434_L.jpeg', 'path': 'full/2512020bbdf25eaaaa41200c82311d8bc09983cd.jpg', 'checksum': '1e2d5f34d3bf69c93bce0bf5de2eb3ac'}]",2.5g,,,,,,,
6456901,Richmond Skinless Pork Sausages x12 319g,https://www.sainsburys.co.uk/shop/gb/groceries/sausages/richmond-skinless-pork-sausages-x12-319g,£1.60,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/5000187106101/5000187106101_L.jpeg'],,,,,,288kcal,,,,,,,,,,,,,,,,,,,,,,,,1195kJ/,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3g,,,,,,,,,,,,,,10g,,,,,,,,,,,9.3g,,,,,,,,,,,12g,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/01/5000187106101/5000187106101_L.jpeg', 'path': 'full/03dba0f81008a60f5e638fc38cfa9faa86fe200f.jpg', 'checksum': '164a0fb6f45e4b96cdd36214fe4b23c9'}]",22g,,,,,,,
6362231,"Sainsbury's Cumberland Pork Sausages, Be Good To Yourself x8 454g",https://www.sainsburys.co.uk/shop/gb/groceries/sausages/sainsburys-cumberland-sausage--be-good-to-yourself-454g,£1.65,,,,Produced in United Kingdom Produced using British Pork,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/47/0000001260847/0000001260847_L.jpeg'],,,,,,133kcal,,,,,,,,,,,,,,,,,,,,,,,,560kJ,,,,,,,,,,,0g,,,,,,,,,,0.8g,,,,,,,,,,,,,,,,,,,,,,,11.0g,,,,,,,,1.20g,,,,,,,,,,,,,,15.0g,,,,,,,,,,,,1.1g,,,,,,,,,,,,1.2g,,2.9g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/47/0000001260847/0000001260847_L.jpeg', 'path': 'full/fe0de4af2f4668196bc1119f51b0017d108cc603.jpg', 'checksum': '4e8bb04c171c9e8139f26cdaeea73f8a'}]",3.2g,,,,0g,,,
